ref,rep,fam_2021,fams_div,fam_2023,clu,sxc,proteina,proteina_class,host,cadena,genero
702,QRE02500.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5706,68,capsid maturational protease,Structural-Envelope,Callorhinus ursinus,dsdna,Undefined genus
703,NP_689396.1,Closteroviridae,Closteroviridae,Closteroviridae,605,67,polyprotein,Polyprotein,Undefined host,ssrna+,Crinivirus
704,YP_002290968.1,Astroviridae,Astroviridae,Astroviridae,4994,67,capsid,Structural-Envelope,Undefined host,ssrna+,Mamastrovirus
705,QGR54273.1,Mimiviridae,Mimiviridae,Mimiviridae,8088,67,ankyrin repeat,Other-Functions,Acanthamoeba sp.,dsdna,Undefined genus
706,YP_004894877.1,Mimiviridae,Mimiviridae,Mimiviridae,8275,67,putative serine/threonine-protein kinase,Other-Functions,Undefined host,dsdna,Mimivirus
707,YP_008686606.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,9078,67,glycoprotein,Glycoprotein,Anguilla anguilla,ssrna-,Perhabdovirus
708,QID92311.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,815,66,polymerase,Replication-Transcription,Ilex paraguariensis,ssrna-,Cytorhabdovirus
709,AYN45100.1,Bromoviridae,Bromoviridae,Bromoviridae,4319,66,replicase,Replication-Transcription,Solanum lycopersicum,ssrna+,Ilarvirus
710,YP_654637.1,Iridoviridae,Iridoviridae-Ascoviridae,Iridoviridae,6825,66,ribonucleotide reductase,Other-Functions,Ochlerotatus taeniorhynchus,dsdna,Chloriridovirus
711,AYA49825.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7199,66,hypothetical protein,Hypothetical ,Macaca arctoides,dsdna,Lymphocryptovirus
712,YP_009047155.1,Adenoviridae,Adenoviridae,Adenoviridae,1982,65,DNA polymerase,Replication-Transcription,Cairina moschata,dsdna,Aviadenovirus
713,YP_001040018.1,Secoviridae,Secoviridae,Secoviridae,2380,65,polyprotein,Polyprotein,Undefined host,ssrna+,Torradovirus
714,YP_009137476.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4772,65,UL56,Other-Functions,Papio ursinus,dsdna,Cytomegalovirus
715,YP_009508778.1,Parvoviridae,Parvoviridae,Parvoviridae,4845,65,nonstructural ,Non-structural,Penaeus stylirostris,ssdna,Penstylhamaparvovirus
716,ASQ42880.1,Iridoviridae,Iridoviridae,Iridoviridae,6969,65,hypothetical protein,Hypothetical ,Pelophylax lessonae,dsdna,Ranavirus
717,QYF11865.1,Reoviridae,Reoviridae,Spinareoviridae,9627,65,VP56,Other-Functions,Ctenopharyngodon idella,dsrna,Aquareovirus
718,AAA16738.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2747,64,P2RF1,Other-Functions,Undefined host,dsdna,Roseolovirus
719,AKI79830.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,3754,64,putative ankyrin repeat protein,Other-Functions,Undefined host,dsdna,Mimivirus
720,YP_009507893.1,Phenuiviridae,Phenuiviridae,Phenuiviridae,4177,64,pc2 protein,Other-Functions,Undefined host,ssrna-,Tenuivirus
721,AZY88493.1,Iridoviridae,Iridoviridae,Iridoviridae,5172,64,hypothetical protein,Hypothetical ,Cyclopterus lumpus,dsdna,Ranavirus
722,QXM27532.1,Astroviridae,Astroviridae,Astroviridae,5637,64,capsid,Structural-Envelope,Anser anser,ssrna+,Avastrovirus
723,YP_164121.1,Iridoviridae,Iridoviridae,Iridoviridae,8193,64,hypothetical protein,Hypothetical ,Undefined host,dsdna,Ranavirus
724,AEV80619.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8244,64,protein UL83A,Other-Functions,Homo sapiens,dsdna,Cytomegalovirus
725,YP_008658419.1,Reoviridae,Reoviridae,Sedoreoviridae,8411,64,hydrophobic tubular,Other-Functions,Anopheles annulipes,dsrna,Orbivirus
726,AJR29292.1,Iridoviridae,Iridoviridae,Iridoviridae,3090,63,putative CAP10-like LPS modifying protein,Other-Functions,Testudo kleinmanni,dsdna,Ranavirus
727,YP_006347685.1,Iridoviridae,Iridoviridae,Iridoviridae,4966,63,hypothetical protein,Hypothetical ,Silurus glanis,dsdna,Ranavirus
728,YP_067997.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5603,63,BXLF2,Other-Functions,Undefined host,dsdna,Lymphocryptovirus
729,NP_612679.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6440,63,tegument ,Structural-Envelope,Pan troglodytes,dsdna,Cytomegalovirus
730,YP_009246358.1,Adenoviridae,Adenoviridae,Adenoviridae,8520,63,DBP,Other-Functions,Rhinolophus sinicus,dsdna,Mastadenovirus
731,NP_620656.1,Potyviridae,Potyviridae,Potyviridae,228,62,polyprotein,Polyprotein,Undefined host,ssrna+,Ipomovirus
732,YP_009140562.1,Iflaviridae,Iflaviridae,Iflaviridae,375,62,putative polyprotein,Polyprotein,Insecta,ssrna+,Undefined genus
733,YP_009330277.1,Phenuiviridae,Phenuiviridae-Peribunyaviridae,Phenuiviridae,801,62,RdRp,Replication-Transcription,Diptera,ssrna-,Phasivirus
734,YP_956845.1,Reoviridae,Reoviridae,Spinareoviridae,2459,62,hypothetical protein,Hypothetical ,Zea mays,dsrna,Fijivirus
735,QJI53756.1,Parvoviridae,Parvoviridae-Bidnaviridae-Baculoviridae,Parvoviridae,2469,62,structural ,Structural-Envelope,Undefined host,ssdna,Undefined genus
736,QPL20148.1,Reoviridae,Reoviridae,Spinareoviridae,5848,62,major virion structural,Structural-Envelope,Oncorhynchus tshawytscha,dsrna,Orthoreovirus
737,AAS48944.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,9655,62,UL36,Other-Functions,Undefined host,dsdna,Cytomegalovirus
738,YP_009389287.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,1081,61,nonstructural polyprotein,Non-structural,Aphis fabae,ssrna+,Undefined genus
739,QTJ62749.1,Narnaviridae,Narnaviridae,Narnaviridae,2914,61,RdRp,Replication-Transcription,Undefined host,ssrna+,Undefined genus
740,QTJ62254.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,3595,61,structural polyprotein,Structural-Envelope,Bactrocera tryoni,ssrna+,Undefined genus
741,QUD39733.1,Anelloviridae,Anelloviridae,Anelloviridae,5943,61,ORF1,Other-Functions,Homo sapiens,ssdna,Undefined genus
742,NP_733866.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6258,61,ORF13,Other-Functions,Callithrix jacchus,dsdna,Lymphocryptovirus
743,AYP74220.1,Poxviridae,Poxviridae,Poxviridae,6687,61,putative metalloprotease,Other-Functions,Gallus gallus,dsdna,Avipoxvirus
744,AGE52806.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,5948,60,ATP-dependent helicase,Replication-Transcription,Micractinium conductrix,dsdna,Chlorovirus
745,QOD39474.1,Parvoviridae,Parvoviridae,Parvoviridae,7711,60,NS1,Other-Functions,Labidiaster annulatus,ssdna,Undefined genus
746,AWY11059.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,8122,60,glycoprotein,Glycoprotein,Drosophila melanogaster,ssrna-,Sigmavirus
747,AWW14943.1,Secoviridae,Secoviridae,Secoviridae,718,59,polyprotein,Polyprotein,Manihot esculenta,ssrna+,Torradovirus
748,NP_050266.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2780,59,IE-A transactivator,Other-Functions,Homo sapiens,dsdna,Roseolovirus
749,QKE54915.1,Parvoviridae,Parvoviridae,Parvoviridae,6044,59,nonstructural ,Non-structural,Psittacidae,ssdna,Undefined genus
750,NP_612796.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7455,59,protein US23,Other-Functions,Pan troglodytes,dsdna,Cytomegalovirus
751,QGN19694.1,Reoviridae,Reoviridae,Spinareoviridae,2525,58,structural ,Structural-Envelope,Zea mays,dsrna,Fijivirus
752,QOE74618.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3862,58,origin binding ,DNA-Binding,Elephas maximus,dsdna,Proboscivirus
753,QAT94360.1,Virgaviridae,Virgaviridae,Virgaviridae,4522,58,readthrough ,Structural-Envelope,Triticum aestivum,ssrna+,Furovirus
754,APO37186.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4936,58,protein DR1,Other-Functions,Homo sapiens,dsdna,Roseolovirus
755,QGZ11208.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,9285,58,glycoprotein,Glycoprotein,Canis lupus familiaris,ssrna-,Lyssavirus
756,YP_009506353.1,Endornaviridae,Endornaviridae,Endornaviridae,97,57,polyprotein,Polyprotein,Phaseolus vulgaris,dsrna,Alphaendornavirus
757,YP_654555.1,Secoviridae,Secoviridae,Secoviridae,912,57,polyprotein,Polyprotein,Undefined host,ssrna+,Sadwavirus
758,QDH90133.1,Mitoviridae,Mitoviridae,Mitoviridae,3725,57,RdRp,Replication-Transcription,Undefined host,ssrna+,Mitovirus
759,YP_008052645.1,Phycodnaviridae,Mimiviridae-Phycodnaviridae-Marseilleviridae,Phycodnaviridae,8274,57,asparagine synthetase B,Other-Functions,Phaeocystis globosa,dsdna,Prymnesiovirus
760,AWK77128.1,Retroviridae,Retroviridae,Retroviridae,8490,57,gag polyprotein,Structural-Envelope,Undefined host,rt,Bovispumavirus
761,YP_001531159.1,Filoviridae,Filoviridae,Filoviridae,724,56,RdRp,Replication-Transcription,Undefined host,ssrna-,Orthomarburgvirus
762,QDH12847.1,Filoviridae,Filoviridae,Filoviridae,3371,56,fusion protein,Structural-Envelope,Undefined host,ssrna-,Orthomarburgvirus
763,YP_008378659.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,8554,56,nucleocapsid,Structural-Envelope,Undefined host,ssrna-,Orthorubulavirus
764,YP_009506367.1,Flaviviridae,Flaviviridae,Flaviviridae,374,55,polyprotein,Polyprotein,Homo sapiens,ssrna+,Pegivirus
765,YP_009325632.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,1919,55,SWI/SNF chromatin remodeling complex,Cellular-Regulation,Chlorella variabilis,dsdna,Chlorovirus
766,QRY06499.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2134,55,U7,Other-Functions,Homo sapiens,dsdna,Roseolovirus
767,NP_050270.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2338,55,immediate-early protein,Regulation-Control,Homo sapiens,dsdna,Roseolovirus
768,QOL71465.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2827,55,UL37,Other-Functions,Anatidae,dsdna,Mardivirus
769,BBJ21543.1,Adenoviridae,Adenoviridae,Adenoviridae,5448,55,capsid,Structural-Envelope,Undefined host,dsdna,Undefined genus
770,NP_203553.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,1507,54,putative RdRp,Replication-Transcription,Citrus,ssrna+,Potexvirus
771,YP_009505328.1,Phenuiviridae,Phenuiviridae,Phenuiviridae,2260,54,glycoprotein precursor,Glycoprotein,Culex,ssrna-,Phasivirus
772,YP_009507917.1,Secoviridae,Secoviridae,Secoviridae,2593,54,polyprotein,Polyprotein,Aeonium,ssrna+,Nepovirus
773,BBG61979.2,Polyomaviridae,Polyomaviridae,Polyomaviridae,4070,54,large T antigen,Other-Functions,Myotis davidii,dsdna,Undefined genus
774,AEN80118.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4554,54,UL6,Other-Functions,Undefined host,dsdna,Mardivirus
775,NP_862834.2,Retroviridae,Retroviridae,Retroviridae,6982,54,envelope,Structural-Envelope,Undefined host,rt,Betaretrovirus
776,YP_009220597.1,Nimaviridae,Nimaviridae-Caulimoviridae,Nimaviridae,62,53,capsid,Structural-Envelope,Penaeus japonicus,dsdna,Whispovirus
777,YP_008567619.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1198,53,ORF3,Other-Functions,Piper nigrum,rt,Badnavirus
778,YP_008052581.1,Phycodnaviridae,Mimiviridae-Phycodnaviridae-Marseilleviridae,Phycodnaviridae,1675,53,DNA-directed RNA polymerase,Replication-Transcription,Phaeocystis globosa,dsdna,Prymnesiovirus
779,BCS82639.1,Mimiviridae,Mimiviridae,Mimiviridae,4980,53,ankyrin repeat ,Other-Functions,Undefined host,dsdna,Undefined genus
780,YP_009055225.1,Filoviridae,Filoviridae,Filoviridae,5956,53,glycoprotein,Glycoprotein,Homo sapiens,ssrna-,Orthomarburgvirus
781,ALH44501.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10065,53,membrane,Structural-Envelope,Homo sapiens,dsdna,Rhadinovirus
782,AGK41012.1,Flaviviridae,Flaviviridae,Flaviviridae,398,52,polyprotein,Polyprotein,Chaerephon,ssrna+,Pegivirus
783,YP_009328931.1,Totiviridae,Totiviridae,Totiviridae,1690,52,gag polyprotein,Structural-Envelope,Saccharomyces kudriavzevii,dsrna,Undefined genus
784,YP_003969958.1,Mimiviridae,Phycodnaviridae-Mimiviridae-Iridoviridae,Mimiviridae,1711,52,DNA topoisomerase II,Other-Functions,Cafeteria roenbergensis,dsdna,Rheavirus
785,AYV85599.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,3112,52,ATPase-helicase,Replication-Transcription,Undefined host,dsdna,Undefined genus
786,QDH86441.1,Totiviridae,Totiviridae,Totiviridae,3671,52,hypothetical protein,Hypothetical ,Undefined host,dsrna,Undefined genus
787,YP_004021929.1,Reoviridae,Reoviridae,Spinareoviridae,4570,52,P6,Other-Functions,Undefined host,dsrna,Fijivirus
788,AMB66046.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4912,52,deoxyribonuclease,Other-Functions,Chlorocebus sabaeus,dsdna,Simplexvirus
789,QRG29183.1,Partitiviridae,Partitiviridae,Partitiviridae,5902,52,putative CP,Other-Functions,Amaranthus tuberculatus,dsrna,Undefined genus
790,NP_051861.1,Poxviridae,Poxviridae,Poxviridae,6058,52,ankyrin repeat ,Other-Functions,Undefined host,dsdna,Leporipoxvirus
791,YP_009094086.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,6975,52,attachment glycoprotein,Structural-Envelope,Pteropus sp.,ssrna-,Henipavirus
792,NP_612795.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7228,52,tegument ,Structural-Envelope,Pan troglodytes,dsdna,Cytomegalovirus
793,YP_164245.1,Iridoviridae,Iridoviridae,Iridoviridae,9760,52,phosphotransferase,Other-Functions,Undefined host,dsdna,Ranavirus
794,YP_008802578.1,Secoviridae,Secoviridae,Secoviridae,731,51,RNA 1 polyprotein,Polyprotein,Solanum tuberosum,ssrna+,Nepovirus
795,YP_605811.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1218,51,polyprotein,Polyprotein,Musa,rt,Badnavirus
796,QGQ62777.1,Adenoviridae,Adenoviridae,Adenoviridae,2714,51,hexon ,Other-Functions,Gallus gallus,dsdna,Aviadenovirus
797,YP_717666.1,Baculoviridae,Baculoviridae,Baculoviridae,2963,51,Ld129-like protein,Other-Functions,Undefined host,dsdna,Alphabaculovirus
798,YP_009049849.1,Baculoviridae,Baculoviridae,Baculoviridae,6466,51,egt,Other-Functions,Peridroma,dsdna,Alphabaculovirus
799,ACS44770.1,Roniviridae,Roniviridae,Roniviridae,46,50,replicase polyprotein 1ab,Replication-Transcription,Penaeus monodon,ssrna+,Okavirus
800,YP_009506366.1,Flaviviridae,Flaviviridae,Flaviviridae,226,50,polyprotein,Polyprotein,Scotophilus dinganii,ssrna+,Pegivirus
801,QRY06578.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1532,50,immediate-early protein,Regulation-Control,Homo sapiens,dsdna,Roseolovirus
802,YP_009552487.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3440,50,UL87,Other-Functions,Eptesicus fuscus,dsdna,Undefined genus
803,AYV75638.1,Mimiviridae,Mimiviridae,Mimiviridae,1965,49,helicase,Replication-Transcription,Undefined host,dsdna,Undefined genus
804,AFA44971.1,Iridoviridae,Iridoviridae,Iridoviridae,2401,49,hypothetical protein,Hypothetical ,Ichthyosaura alpestris cyreni,dsdna,Ranavirus
805,P25073.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3859,49,tegument ,Structural-Envelope,Equus caballus,dsdna,Varicellovirus
806,NP_258347.1,Baculoviridae,Baculoviridae,Baculoviridae,3940,49,VP91,Other-Functions,Undefined host,dsdna,Alphabaculovirus
807,QIQ53102.1,Bromoviridae,Bromoviridae,Bromoviridae,4563,49,replicase,Replication-Transcription,Mentha canadensis,ssrna+,Alfamovirus
808,YP_145804.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,5592,49,putative PB1 protein,Other-Functions,Undefined host,ssrna-,Isavirus
809,YP_009330159.1,Baculoviridae,Baculoviridae,Baculoviridae,6548,49,EFP,Other-Functions,Plodia interpunctella,dsdna,Betabaculovirus
810,QPI35501.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8344,49,tegument ,Structural-Envelope,Homo sapiens,dsdna,Cytomegalovirus
811,AYC63251.1,Potyviridae,Potyviridae,Potyviridae,247,48,polyprotein,Polyprotein,Phellodendron amurense,ssrna+,Undefined genus
812,ATA66954.1,Secoviridae,Secoviridae,Secoviridae,1391,48,polyprotein,Polyprotein,Lactuca sativa,ssrna+,Sadwavirus
813,YP_009666327.1,Roniviridae,Roniviridae,Roniviridae,1491,48,structural glycoprotein,Structural-Envelope,Penaeus monodon,ssrna+,Okavirus
814,YP_009121868.1,Baculoviridae,Baculoviridae,Baculoviridae,2476,48,DNAhel-1,Other-Functions,Spodoptera frugiperda,dsdna,Betabaculovirus
815,YP_009352963.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2619,48,helicase,Replication-Transcription,Columba livia,dsdna,Mardivirus
816,ANA50328.1,Adenoviridae,Adenoviridae,Adenoviridae,4795,48,hypothetical protein,Hypothetical ,Gallus gallus,dsdna,Aviadenovirus
817,YP_010086730.1,Baculoviridae,Baculoviridae,Baculoviridae,4990,48,f protein,Other-Functions,Undefined host,dsdna,Alphabaculovirus
818,YP_145803.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,7090,48,putative nucleocapsid protein,Structural-Envelope,Undefined host,ssrna-,Isavirus
819,YP_003824.1,Iridoviridae,Iridoviridae,Iridoviridae,9210,48,myristylated membrane protein,Other-Functions,Undefined host,dsdna,Ranavirus
820,AIC34742.2,Totiviridae,Totiviridae,Totiviridae,580,47,ORF1/ORF2 polyprotein,Other-Functions,Penaeus vannamei,dsrna,Undefined genus
821,AXB26865.1,Hepeviridae,Hepeviridae,Hepeviridae,1652,47,nonstructural polyprotein,Non-structural,Passeridae,ssrna+,Undefined genus
822,YP_009389479.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,1799,47,RdRp,Replication-Transcription,Vanilla planifolia,ssrna+,Potexvirus
823,YP_007417835.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2822,47,GP70,Other-Functions,Cavia porcellus,dsdna,Quwivirus
824,QQN90116.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,3990,47,structural polyprotein,Structural-Envelope,Neohydatothrips variabilis,ssrna+,Undefined genus
825,AXQ04852.1,Parvoviridae,Parvoviridae,Parvoviridae,4035,47,nonstructural ,Non-structural,Culex,ssdna,Undefined genus
826,YP_009175042.2,Nodaviridae,Nodaviridae,Nodaviridae,4233,47,fusion,Structural-Envelope,Caenorhabditis briggsae,ssrna+,Undefined genus
827,QGQ62515.1,Adenoviridae,Adenoviridae,Adenoviridae,4723,47,pTP,Other-Functions,Gallus gallus,dsdna,Aviadenovirus
828,NP_042603.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5336,47,DNA packaging terminase subunit 2,Other-Functions,Equus caballus,dsdna,Percavirus
829,YP_009133218.1,Baculoviridae,Baculoviridae,Baculoviridae,5415,47,fusion,Structural-Envelope,Lambdina fiscellaria,dsdna,Alphabaculovirus
830,ARF07704.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,145,46,polymerase,Replication-Transcription,Dermacentor occidentalis,ssrna-,Orthonairovirus
831,AVT50743.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,281,46,large tegument protein,Structural-Envelope,Rangifer tarandus tarandus,dsdna,Varicellovirus
832,YP_009058892.1,Togaviridae,Togaviridae,Togaviridae,658,46,nonstructural polyprotein,Non-structural,Aedes vittatus,ssrna+,Alphavirus
833,YP_164258.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,992,46,RNA dependent RNA polymerase,Replication-Transcription,Undefined host,ssrna+,Carlavirus
834,QKU35550.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,1628,46,DNA-directed RNA polymerase,Replication-Transcription,Acanthamoeba polyphaga,dsdna,Tupanvirus
835,ANY92091.1,Reoviridae,Reoviridae,0,2059,46,spike,Structural-Envelope,Micropterus salmoides,dsrna,Undefined genus
836,AVM87470.1,Reoviridae,Reoviridae,0,2089,46,RdRp,Replication-Transcription,Chimaera sp.,dsrna,Undefined genus
837,YP_010087503.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4463,46,ribonucleotide reductase large subunit,Other-Functions,Phascolarctos cinereus,dsdna,Manticavirus
838,NP_050228.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5206,46,glycoprotein,Glycoprotein,Homo sapiens,dsdna,Roseolovirus
839,QOR60759.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,5916,46,hypothetical protein,Hypothetical ,Bathycoccus,dsdna,Prasinovirus
840,YP_009330194.1,Baculoviridae,Baculoviridae,Baculoviridae,6996,46,PIF-1,Other-Functions,Plodia interpunctella,dsdna,Betabaculovirus
841,ARB16032.1,Nairoviridae,Nairoviridae-Peribunyaviridae-Coronaviridae,Nairoviridae,105,45,RdRp,Replication-Transcription,Ixodes ricinus,ssrna-,Norwavirus
842,CDM63857.1,Closteroviridae,Closteroviridae,Closteroviridae,469,45,polyprotein,Polyprotein,Undefined host,ssrna+,Ampelovirus
843,NP_059513.1,Virgaviridae,Virgaviridae,Virgaviridae,1269,45,replicase readthrough,Replication-Transcription,Undefined host,ssrna+,Furovirus
844,QBR53297.1,Narnaviridae,Narnaviridae,Narnaviridae,2958,45,hypothetical protein,Hypothetical ,Undefined host,ssrna+,Undefined genus
845,QWE80460.1,Reoviridae,Reoviridae,Sedoreoviridae,3044,45,major outer capsid,Structural-Envelope,Culicoides,dsrna,Orbivirus
846,ARV85907.1,Parvoviridae,Parvoviridae,Parvoviridae,4143,45,structural ,Structural-Envelope,Planococcus citri,ssdna,Scindoambidensovirus
847,ALN70040.1,Reoviridae,Reoviridae,Spinareoviridae,4874,45,non-structural factory protein,Non-structural,Undefined host,dsrna,Orthoreovirus
848,YP_003587871.1,Anelloviridae,Anelloviridae,Anelloviridae,6206,45,hypothetical protein,Hypothetical ,Undefined host,ssdna,Betatorquevirus
849,P24380.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8547,45,envelope glycoprotein,Structural-Envelope,Equus caballus,dsdna,Varicellovirus
850,YP_053108.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1713,44,transcriptional regulator ICP4,Replication-Transcription,Equus caballus,dsdna,Varicellovirus
851,YP_009505588.1,Mesoniviridae,Mesoniviridae,Mesoniviridae,3586,44,ORF3,Other-Functions,Culex vishnui,ssrna+,Alphamesonivirus
852,YP_004940094.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6999,44,DNA packaging tegument protein UL25,Structural-Envelope,Aotus trivirgatus,dsdna,Cytomegalovirus
853,QGQ62596.1,Adenoviridae,Adenoviridae,Adenoviridae,8089,44,DNA-binding,DNA-Binding,Gallus gallus,dsdna,Aviadenovirus
854,YP_004782118.1,Adenoviridae,Adenoviridae,Adenoviridae,8412,44,fiber,Structural-Envelope,Pipistrellus pipistrellus,dsdna,Mastadenovirus
855,QHD64829.1,Hypoviridae,Hypoviridae,Hypoviridae,217,43,RdRp,Replication-Transcription,Erysiphe necator,dsrna,Hypovirus
856,NP_653077.1,Picornaviridae,Picornaviridae,Picornaviridae,565,43,polyprotein,Polyprotein,Equus caballus,ssrna+,Erbovirus
857,YP_006543639.1,Picornaviridae,Picornaviridae,Picornaviridae,945,43,polyprotein,Polyprotein,Sus scrofa,ssrna+,Pasivirus
858,QRX38982.1,Rhabdoviridae,Rhabdoviridae-Caulimoviridae,Rhabdoviridae,964,43,polymerase,Replication-Transcription,Chrysanthemum x morifolium,ssrna-,Cytorhabdovirus
859,YP_010086602.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,1163,43,RdRp,Replication-Transcription,Physostegia,ssrna-,Alphanucleorhabdovirus
860,YP_009976137.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,1246,43,RdRp,Replication-Transcription,Citrus sinensis,ssrna-,Dichorhavirus
861,AVL93817.1,Mimiviridae,Mimiviridae,Mimiviridae,1725,43,hypothetical protein,Hypothetical ,Acanthamoeba castellanii,dsdna,Mimivirus
862,QPH36701.1,Totiviridae,Totiviridae,Totiviridae,1822,43,fusion,Structural-Envelope,Rhodosporidiobolus odoratus,dsrna,Totivirus
863,QQD86171.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,1852,43,replicase,Replication-Transcription,Botryosphaeria dothidea,ssrna+,Botrexvirus
864,YP_009480346.1,Reoviridae,Reoviridae,Spinareoviridae,2295,43,structural ,Structural-Envelope,Zea mays,dsrna,Fijivirus
865,AWO67791.1,Secoviridae,Secoviridae,Secoviridae,3128,43,polyprotein,Polyprotein,Lilium,ssrna+,Stralarivirus
866,QKU33981.1,Mimiviridae,Mimiviridae,Mimiviridae,3765,43,hypothetical protein,Hypothetical ,Acanthamoeba sp.,dsdna,Tupanvirus
867,QBJ02269.1,Reoviridae,Reoviridae,Sedoreoviridae,4684,43,VP3,Other-Functions,Sus scrofa,dsrna,Rotavirus
868,AVX53545.1,Picobirnaviridae,Picobirnaviridae,Picobirnaviridae,7216,43,putative capsid,Structural-Envelope,Marmota himalayana,dsrna,Picobirnavirus
869,QFU19788.1,Tobaniviridae,Tobaniviridae-Herpesviridae,Tobaniviridae,2,42,ORF1AB,Other-Functions,Morelia viridis,ssrna+,Undefined genus
870,AJE25834.1,Picornaviridae,Picornaviridae,Picornaviridae,757,42,polyprotein,Polyprotein,Bos taurus,ssrna+,Aphthovirus
871,CAD6468500.1,Picornaviridae,Picornaviridae,Picornaviridae,831,42,Genome polyprotein,Other-Functions,Undefined host,ssrna+,Undefined genus
872,QUW17162.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,988,42,polyprotein,Polyprotein,Gynura japonica,ssrna+,Carlavirus
873,YP_003987358.1,Mimiviridae,Mimiviridae-Phycodnaviridae-Marseilleviridae,Mimiviridae,1508,42,serine-threonine kinase,Other-Functions,Acanthamoeba castellanii,dsdna,Mimivirus
874,QKK35402.1,Nodaviridae,Nodaviridae,Nodaviridae,2833,42,capsid,Structural-Envelope,Erysiphe necator,ssrna+,Undefined genus
875,AYV76937.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,3195,42,DNA topoisomerase IA,Other-Functions,Undefined host,dsdna,Undefined genus
876,AYV84232.1,Mimiviridae,Mimiviridae,Mimiviridae,920,41,early transcription factor VETF,Replication-Transcription,Undefined host,dsdna,Undefined genus
877,QHG11155.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1092,41,polyprotein,Polyprotein,Hylocereus polyrhizus,rt,Badnavirus
878,AAL55651.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1477,41,P194,Other-Functions,Undefined host,rt,Tungrovirus
879,AYV78915.1,Mimiviridae,Mimiviridae-Phycodnaviridae-Marseilleviridae,Mimiviridae,2514,41,DNA mismatch repair ATPase,Other-Functions,Undefined host,dsdna,Undefined genus
