ref,rep,fam_2021,fams_div,fam_2023,clu,sxc,proteina,proteina_class,host,cadena,genero
671,NP_647496.1,Togaviridae,Togaviridae,Togaviridae,561,74,nonstructural protein P3,Non-structural,Salmo salar,ssRNA(+),Alphavirus
672,YP_003933788.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2497,74,helicase-primase primase subunit,Replication-Transcription,Homo sapiens,dsDNA,Varicellovirus
673,QWK51502.1,Closteroviridae,Closteroviridae,Closteroviridae,8223,74,heat shock protein 90,Stress-Response,Vitis vinifera,ssRNA(+),Ampelovirus
674,ACB32172.1,Poxviridae,Poxviridae-Baculoviridae-Phycodnaviridae,Poxviridae,8272,74,DNA photolyase,Replication-Transcription,Chrysodeixis includens,dsDNA,Alphabaculovirus
675,AYV82597.1,Mimiviridae,Mimiviridae,Mimiviridae,9495,74,chromosome condensation regulator,Regulation-Control,Undefined host,dsDNA,Undefined genus
676,QDZ58984.1,Phasmaviridae,Phasmaviridae-Peribunyaviridae,Phasmaviridae,836,73,RNA-dependent RNA polymerase,Replication-Transcription,Chaoborus americanus,ssRNA(-),Orthophasmavirus
677,YP_010086664.1,Baculoviridae,Baculoviridae,Baculoviridae,2177,73,helicase,Replication-Transcription,Lymantria dispar,dsDNA,Alphabaculovirus
678,QFU18701.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2483,73,ORF73,Other-Functions,Homo sapiens,dsDNA,Rhadinovirus
679,YP_006347710.1,Iridoviridae,Iridoviridae,Iridoviridae,3296,73,hypothetical protein,Hypothetical,Ambystoma tigrinum,dsDNA,Ranavirus
680,AMB66099.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7701,73,US3,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
681,QEJ80026.1,Poxviridae,Poxviridae,Poxviridae,1066,72,m134R,Other-Functions,Oryctolagus cuniculus,dsDNA,Leporipoxvirus
682,YP_164155.1,Iridoviridae,Iridoviridae,Iridoviridae,3265,72,putative NTPase,Other-Functions,Ambystoma tigrinum,dsDNA,Ranavirus
683,YP_054419.1,Closteroviridae,Closteroviridae,Closteroviridae,9368,72,p60,Hypothetical,Solanum lycopersicum,ssRNA(+),Crinivirus
684,YP_004935369.1,Closteroviridae,Closteroviridae,Closteroviridae,471,71,RNA-dependent RNA polymerase,Replication-Transcription,Vitis vinifera,ssRNA(+),Ampelovirus
685,QPB69979.1,Flaviviridae,Flaviviridae,Flaviviridae,476,71,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Hepacivirus
686,QJI52018.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,970,71,nonstructural polyprotein,Non-structural,Apis mellifera,ssRNA(+),Cripavirus
687,ACN59473.1,Tombusviridae,Tombusviridae,Tombusviridae,3832,71,replicase,Other-Functions,Cucurbitaceae,ssRNA(+),Gammacarmovirus
688,ARF10604.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,4144,71,hypothetical protein,Replication-Transcription,Ostreococcus sp. 'lucimarinus',dsDNA,Prasinovirus
689,QJQ80347.1,Closteroviridae,Closteroviridae,Closteroviridae,10471,71,Hsp90-like protein,Other-Functions,Vitis vinifera,ssRNA(+),Ampelovirus
690,AAA16739.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1003,70,U31,Structural-Envelope,Homo sapiens,dsDNA,Roseolovirus
691,NP_064163.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2133,70,single-stranded DNA-binding protein,Other-Functions,Homo sapiens,dsDNA,Roseolovirus
692,YP_009553226.1,Polyomaviridae,Polyomaviridae,Polyomaviridae,5953,70,large T antigen,Other-Functions,Homo sapiens,dsDNA,Betapolyomavirus
693,QKE55041.1,Picornaviridae,Picornaviridae,Picornaviridae,475,69,polyprotein,Polyprotein,Gallus gallus,ssRNA(+),Megrivirus
694,AHJ80314.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1051,69,replicase,Replication-Transcription,Prunus avium,ssRNA(+),Robigovirus
695,YP_081516.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2272,69,single-stranded DNA-binding protein,Binding-Protein,Homo sapiens,dsDNA,Cytomegalovirus
696,QBG64657.1,Coronaviridae,Coronaviridae,Coronaviridae,2533,69,spike glycoprotein,Structural-Envelope,Rhinolophus,ssRNA(+),Alphacoronavirus
697,AVI07320.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3867,69,U11,Structural-Envelope,Homo sapiens,dsDNA,Roseolovirus
698,QBJ02241.1,Reoviridae,Reoviridae,Sedoreoviridae,4836,69,VP3,Other-Functions,Sus scrofa,dsRNA,Rotavirus
699,CAD53434.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5413,69,helicase-primase subunit BBLF2/3,Replication-Transcription,Homo sapiens,dsDNA,Lymphocryptovirus
700,NP_835244.2,Closteroviridae,Closteroviridae,Closteroviridae,261,68,polyprotein,Polyprotein,Vitis vinifera,ssRNA(+),Closterovirus
701,QXN75374.1,Mitoviridae,Mitoviridae,Mitoviridae,4582,104,RNA-dependent RNA polymerase,Replication-Transcription,Gremmeniella abietina,ssRNA(+),Mitovirus
702,QRE02500.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5706,68,ORF17,Structural-Envelope,Homo sapiens,dsDNA,Rhadinovirus
703,NP_689396.1,Closteroviridae,Closteroviridae,Closteroviridae,605,67,polyprotein,Polyprotein,Ipomoea batatas,ssRNA(+),Crinivirus
704,YP_002290968.1,Astroviridae,Astroviridae,Astroviridae,4994,67,capsid protein,Structural-Envelope,Homo sapiens,ssRNA(+),Mamastrovirus
705,QGR54273.1,Mimiviridae,Mimiviridae,Mimiviridae,8088,67,hypothetical protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
706,YP_004894877.1,Mimiviridae,Mimiviridae,Mimiviridae,8275,67,putative serine/threonine-protein kinase,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
707,YP_008686606.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,9078,67,glycoprotein,Glycoprotein,Anguilla anguilla,ssRNA(-),Perhabdovirus
708,QID92311.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,815,66,L protein,Replication-Transcription,Fragaria x ananassa,ssRNA(-),Cytorhabdovirus
709,AYN45100.1,Bromoviridae,Bromoviridae,Bromoviridae,4319,66,RNA-dependent RNA polymerase,Replication-Transcription,Glycine max,ssRNA(+),Ilarvirus
710,YP_654637.1,Iridoviridae,Iridoviridae-Ascoviridae,Iridoviridae,6825,66,ribonucleoside-diphosphate reductase large subunit,Other-Functions,Pelophylax lessonae,dsDNA,Ranavirus
711,AYA49825.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7199,66,BRLF1,Replication-Transcription,Homo sapiens,dsDNA,Lymphocryptovirus
712,YP_009047155.1,Adenoviridae,Adenoviridae,Adenoviridae,1982,65,DNA polymerase,Replication-Transcription,Gallus gallus,dsDNA,Aviadenovirus
713,YP_001040018.1,Secoviridae,Secoviridae,Secoviridae,2380,65,polyprotein,Polyprotein,Solanum lycopersicum,ssRNA(+),Torradovirus
714,YP_009137476.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4772,65,U40,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
715,YP_009508778.1,Parvoviridae,Parvoviridae,Parvoviridae,4845,65,nonstructural protein 1,Non-structural,Penaeus vannamei,ssDNA(+/-),Penstyldensovirus
716,ASQ42880.1,Iridoviridae,Iridoviridae,Iridoviridae,6969,65,hypothetical protein,Hypothetical,Ambystoma tigrinum,dsDNA,Ranavirus
717,QYF11865.1,Reoviridae,Reoviridae,Spinareoviridae,9627,65,VP56,Other-Functions,Ctenopharyngodon idella,dsRNA,Aquareovirus
718,AAA16738.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2747,64,U30,Other-Functions,Homo sapiens,dsDNA,Roseolovirus
719,AKI79830.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,3754,64,putative ankyrin repeat protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
720,YP_009507893.1,Phenuiviridae,Phenuiviridae,Phenuiviridae,4177,64,NSvc2 protein,Other-Functions,Oryza sativa,ssRNA(-),Tenuivirus
721,AZY88493.1,Iridoviridae,Iridoviridae,Iridoviridae,5172,64,hypothetical protein,Hypothetical,Ambystoma tigrinum,dsDNA,Ranavirus
722,QXM27532.1,Astroviridae,Astroviridae,Astroviridae,5637,64,capsid protein,Structural-Envelope,Anatidae,ssRNA(+),Avastrovirus
723,YP_164121.1,Iridoviridae,Iridoviridae,Iridoviridae,8193,64,hypothetical protein,Hypothetical,Pelophylax lessonae,dsDNA,Ranavirus
724,AEV80619.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8244,64,tegument protein pp65,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
725,YP_008658419.1,Reoviridae,Reoviridae,Sedoreoviridae,8411,64,NS1 protein,Other-Functions,Bos taurus,dsRNA,Orbivirus
726,AJR29292.1,Iridoviridae,Iridoviridae,Iridoviridae,3090,63,putative tyrosine kinase,Other-Functions,Ambystoma tigrinum,dsDNA,Ranavirus
727,YP_006347685.1,Iridoviridae,Iridoviridae,Iridoviridae,4966,63,neurofilament triplet H1-like protein,Structural-Envelope,Ambystoma tigrinum,dsDNA,Ranavirus
728,YP_067997.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5603,63,BXLF2,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
729,NP_612679.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6440,63,tegument protein UL35,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
730,YP_009246358.1,Adenoviridae,Adenoviridae,Adenoviridae,8520,63,DBP,Binding-Protein,Homo sapiens,dsDNA,Mastadenovirus
731,NP_620656.1,Potyviridae,Potyviridae,Potyviridae,228,62,polyprotein,Polyprotein,Ipomoea batatas,ssRNA(+),Ipomovirus
732,YP_009140562.1,Iflaviridae,Iflaviridae,Iflaviridae,375,62,polyprotein,Polyprotein,Drosophila melanogaster,ssRNA(+),Iflavirus
733,YP_009330277.1,Phenuiviridae,Phenuiviridae-Peribunyaviridae,Phenuiviridae,801,62,RNA-dependent RNA polymerase,Replication-Transcription,Aedes aegypti,ssRNA(-),Phasivirus
734,YP_956845.1,Reoviridae,Reoviridae,Spinareoviridae,2459,62,P4 protein,Hypothetical,Zea mays,dsRNA,Fijivirus
735,QJI53756.1,Parvoviridae,Parvoviridae-Bidnaviridae-Baculoviridae,Parvoviridae,2469,62,structural protein,Structural-Envelope,Motacilla cinerea,ssDNA(+/-),Bidensovirus
736,QPL20148.1,Reoviridae,Reoviridae,Spinareoviridae,5848,62,mu 1 protein,Structural-Envelope,Oncorhynchus mykiss,dsRNA,Orthoreovirus
737,AAS48944.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,9655,62,tegument protein vICA,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
738,YP_009389287.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,1081,61,nonstructural polyprotein,Non-structural,Aphis fabae,ssRNA(+),Cripavirus
739,QTJ62749.1,Narnaviridae,Narnaviridae,Narnaviridae,2914,61,RNA-dependent RNA polymerase,Replication-Transcription,Entomophthora muscae,ssRNA(+),Narnavirus
740,QTJ62254.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,3595,61,structural polyprotein,Structural-Envelope,Drosophila melanogaster,ssRNA(+),Cripavirus
741,QUD39733.1,Anelloviridae,Anelloviridae,Anelloviridae,5943,61,hypothetical protein,Hypothetical,Homo sapiens,ssDNA(-),Gammatorquevirus
742,NP_733866.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6258,61,thymidine kinase,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
743,AYP74220.1,Poxviridae,Poxviridae,Poxviridae,6687,61,putative metalloprotease,Other-Functions,Ovis aries,dsDNA,Parapoxvirus
744,AGE52806.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,5948,60,ATP-dependent helicase,Replication-Transcription,Chlorella heliozoae,dsDNA,Chlorovirus
745,QOD39474.1,Parvoviridae,Parvoviridae,Parvoviridae,7711,60,NS1,Non-structural,Pisaster ochraceus,ssDNA(+/-),Ambidensovirus
746,AWY11059.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,8122,60,outer coat protein,Glycoprotein,Drosophila melanogaster,ssRNA(-),Sigmavirus
747,AWW14943.1,Secoviridae,Secoviridae,Secoviridae,718,59,polyprotein,Polyprotein,Solanum lycopersicum,ssRNA(+),Torradovirus
748,NP_050266.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2780,59,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Roseolovirus
749,QKE54915.1,Parvoviridae,Parvoviridae,Parvoviridae,6044,59,nonstructural protein,Non-structural,Grus japonensis,ssDNA(+/-),Chaphamaparvovirus
750,NP_612796.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7455,59,protein US23,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
751,QGN19694.1,Reoviridae,Reoviridae,Spinareoviridae,2525,58,P3 protein,Structural-Envelope,Zea mays,dsRNA,Fijivirus
752,QOE74618.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3862,58,origin binding protein,DNA-Binding,Homo sapiens,dsDNA,Roseolovirus
753,QAT94360.1,Virgaviridae,Virgaviridae,Virgaviridae,4522,58,coat protein,Structural-Envelope,Triticum aestivum,ssRNA(+),Furovirus
754,APO37186.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4936,58,DR1,Other-Functions,Homo sapiens,dsDNA,Roseolovirus
755,QGZ11208.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,9285,58,glycoprotein,Glycoprotein,Mus musculus,ssRNA(-),Lyssavirus
756,YP_009506353.1,Endornaviridae,Endornaviridae,Endornaviridae,97,57,polyprotein,Polyprotein,Capsicum annuum,dsRNA,Alphaendornavirus
757,YP_654555.1,Secoviridae,Secoviridae,Secoviridae,912,57,polyprotein,Polyprotein,Fragaria x ananassa,ssRNA(+),Sadwavirus
758,QDH90133.1,Mitoviridae,Mitoviridae,Mitoviridae,3725,57,RNA-dependent RNA polymerase,Replication-Transcription,Diversispora versiformis,ssRNA(+),Mitovirus
759,YP_008052645.1,Mimiviridae,Mimiviridae-Phycodnaviridae-Marseilleviridae,Mimiviridae,8274,57,glutamine-dependent asparagine synthetase,Other-Functions,Acanthamoeba castellanii,dsDNA,Prasinovirus
760,AWK77128.1,Retroviridae,Retroviridae,Retroviridae,8490,57,gag polyprotein,Structural-Envelope,Bos taurus,ssRNA-RT,Bovispumavirus
761,YP_001531159.1,Filoviridae,Filoviridae,Filoviridae,724,56,polymerase,Replication-Transcription,Homo sapiens,ssRNA(-),Orthomarburgvirus
762,QDH12847.1,Filoviridae,Filoviridae,Filoviridae,3371,56,nucleoprotein,Structural-Envelope,Rousettus aegyptiacus,ssRNA(-),Orthomarburgvirus
763,YP_008378659.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,8554,56,nucleoprotein,Structural-Envelope,Homo sapiens,ssRNA(-),Orthorubulavirus
764,YP_009506367.1,Flaviviridae,Flaviviridae,Flaviviridae,374,55,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Pegivirus
765,YP_009325632.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,1919,55,hypothetical protein,Hypothetical,Chlorella heliozoae,dsDNA,Chlorovirus
766,QRY06499.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2134,55,hypothetical protein,Hypothetical,Homo sapiens,dsDNA,Roseolovirus
767,NP_050270.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2338,55,hypothetical protein,Hypothetical,Homo sapiens,dsDNA,Roseolovirus
768,QOL71465.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2827,55,tegument protein UL37,Structural-Envelope,Equus caballus,dsDNA,Varicellovirus
769,BBJ21543.1,Adenoviridae,Adenoviridae,Adenoviridae,5448,55,pIIIa,Structural-Envelope,Gallus gallus,dsDNA,Aviadenovirus
770,NP_203553.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,1507,54,RNA-dependent RNA polymerase,Replication-Transcription,Ambrosia psilostachya,ssRNA(+),Potexvirus
771,YP_009505328.1,Phenuiviridae,Phenuiviridae,Phenuiviridae,2260,54,glycoprotein,Glycoprotein,Aedes aegypti,ssRNA(-),Phasivirus
772,YP_009507917.1,Secoviridae,Secoviridae,Secoviridae,2593,54,polyprotein,Polyprotein,Cucumis melo,ssRNA(+),Nepovirus
773,BBG61979.2,Polyomaviridae,Polyomaviridae,Polyomaviridae,4070,54,large T antigen,Other-Functions,Miniopterus schreibersii,dsDNA,Alphapolyomavirus
774,AEN80118.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4554,54,capsid portal protein,Structural-Envelope,Homo sapiens,dsDNA,Varicellovirus
775,NP_862834.2,Retroviridae,Retroviridae,Retroviridae,6982,54,envelope glycoprotein,Structural-Envelope,Capra hircus,ssRNA-RT,Betaretrovirus
776,YP_009220597.1,Nimaviridae,Nimaviridae-Caulimoviridae,Nimaviridae,62,53,hypothetical protein,Hypothetical,Penaeus vannamei,dsDNA,Whispovirus
777,YP_008567619.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1198,53,polyprotein,Polyprotein,Piper nigrum,dsDNA-RT,Badnavirus
778,YP_008052581.1,Mimiviridae,Mimiviridae-Phycodnaviridae-Marseilleviridae,Mimiviridae,1675,53,DNA-directed RNA polymerase subunit 1,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
779,BCS82639.1,Mimiviridae,Mimiviridae,Mimiviridae,4980,53,putative ankyrin repeat protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
780,YP_009055225.1,Filoviridae,Filoviridae,Filoviridae,5956,53,glycoprotein,Glycoprotein,Homo sapiens,ssRNA(-),Orthomarburgvirus
781,ALH44501.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10065,53,K15,Structural-Envelope,Homo sapiens,dsDNA,Rhadinovirus
782,AGK41012.1,Flaviviridae,Flaviviridae,Flaviviridae,398,52,NS5B,Non-structural,Pteropus giganteus,ssRNA(+),Pegivirus
783,YP_009328931.1,Totiviridae,Totiviridae,Totiviridae,1690,52,gag-pol fusion protein,Structural-Envelope,Saccharomyces paradoxus,dsRNA,Totivirus
784,YP_003969958.1,Phycodnaviridae,Phycodnaviridae-Mimiviridae-Iridoviridae,Phycodnaviridae,1711,52,DNA topoisomerase II,Other-Functions,Emiliania huxleyi,dsDNA,Prasinovirus
785,AYV85599.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,3112,52,D5-ATPase-helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
786,QDH86441.1,Totiviridae,Totiviridae,Totiviridae,3671,52,coat protein,Structural-Envelope,Botrytis cinerea,dsRNA,Victorivirus
787,YP_004021929.1,Reoviridae,Reoviridae,Spinareoviridae,4570,52,P6 protein,Other-Functions,Zea mays,dsRNA,Fijivirus
788,AMB66046.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4912,52,UL12,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
789,QRG29183.1,Partitiviridae,Partitiviridae,Partitiviridae,5902,52,coat protein,Structural-Envelope,Sarcosphaera coronaria,dsRNA,Betapartitivirus
790,NP_051861.1,Poxviridae,Poxviridae,Poxviridae,6058,52,ankyrin repeat protein,Other-Functions,Oryctolagus cuniculus,dsDNA,Leporipoxvirus
791,YP_009094086.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,6975,52,glycoprotein,Structural-Envelope,Homo sapiens,ssRNA(-),Henipavirus
792,NP_612795.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7228,52,tegument protein US22,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
793,YP_164245.1,Iridoviridae,Iridoviridae,Iridoviridae,9760,52,putative phosphotransferase,Other-Functions,Ambystoma tigrinum,dsDNA,Ranavirus
794,YP_008802578.1,Secoviridae,Secoviridae,Secoviridae,731,51,polyprotein,Polyprotein,Cucumis melo,ssRNA(+),Nepovirus
795,YP_605811.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1218,51,polyprotein,Polyprotein,Musa acuminata,dsDNA-RT,Badnavirus
796,QGQ62777.1,Adenoviridae,Adenoviridae,Adenoviridae,2714,51,100 kDa protein,Other-Functions,Gallus gallus,dsDNA,Aviadenovirus
797,YP_717666.1,Baculoviridae,Baculoviridae,Baculoviridae,2963,51,hypothetical protein,Hypothetical,Lymantria dispar,dsDNA,Alphabaculovirus
798,YP_009049849.1,Baculoviridae,Baculoviridae,Baculoviridae,6466,51,EGT,Other-Functions,Chrysodeixis includens,dsDNA,Alphabaculovirus
799,ACS44770.1,Roniviridae,Roniviridae,Roniviridae,46,50,pp1ab,Polyprotein,Penaeus monodon,ssRNA(+),Okavirus
800,YP_009506366.1,Flaviviridae,Flaviviridae,Flaviviridae,226,50,polyprotein,Polyprotein,Rattus tanezumi,ssRNA(+),Pegivirus
801,QRY06578.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1532,50,regulatory protein IE2,Regulation-Control,Homo sapiens,dsDNA,Roseolovirus
802,YP_009552487.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3440,50,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Rhadinovirus
803,AYV75638.1,Mimiviridae,Mimiviridae,Mimiviridae,1965,49,putative helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
804,AFA44971.1,Iridoviridae,Iridoviridae,Iridoviridae,2401,49,hypothetical protein,Hypothetical,Ambystoma tigrinum,dsDNA,Ranavirus
805,P25073.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3859,49,tegument protein VP13/14,Structural-Envelope,Equus caballus,dsDNA,Varicellovirus
806,NP_258347.1,Baculoviridae,Baculoviridae,Baculoviridae,3940,49,VP91,Other-Functions,Chrysodeixis includens,dsDNA,Alphabaculovirus
807,QIQ53102.1,Bromoviridae,Bromoviridae,Bromoviridae,4563,49,90 kDa protein,Replication-Transcription,Medicago sativa,ssRNA(+),Alfamovirus
808,YP_145804.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,5592,49,PB1,Other-Functions,Salmo salar,ssRNA(-),Isavirus
809,YP_009330159.1,Baculoviridae,Baculoviridae,Baculoviridae,6548,49,efp-envelope fusion protein,Structural-Envelope,Plutella xylostella,dsDNA,Betabaculovirus
810,QPI35501.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8344,49,tegument protein pp71,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
811,AYC63251.1,Potyviridae,Potyviridae,Potyviridae,247,48,NIa-Pro,Polyprotein,Punica granatum,ssRNA(+),Roymovirus
812,ATA66954.1,Secoviridae,Secoviridae,Secoviridae,1391,48,polyprotein,Polyprotein,Fragaria x ananassa,ssRNA(+),Sadwavirus
813,YP_009666327.1,Roniviridae,Roniviridae,Roniviridae,1491,48,polyprotein pp3,Structural-Envelope,Penaeus monodon,ssRNA(+),Okavirus
814,YP_009121868.1,Baculoviridae,Baculoviridae,Baculoviridae,2476,48,helicase,Replication-Transcription,Erinnyis ello,dsDNA,Betabaculovirus
815,YP_009352963.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2619,48,helicase-primase primase subunit,Replication-Transcription,Bos taurus,dsDNA,Varicellovirus
816,ANA50328.1,Adenoviridae,Adenoviridae,Adenoviridae,4795,48,ORF19,Hypothetical,Gallus gallus,dsDNA,Aviadenovirus
817,YP_010086730.1,Baculoviridae,Baculoviridae,Baculoviridae,4990,48,fusion protein,Structural-Envelope,Bombyx mori,dsDNA,Alphabaculovirus
818,YP_145803.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,7090,48,nucleoprotein,Structural-Envelope,Salmo salar,ssRNA(-),Isavirus
819,YP_003824.1,Iridoviridae,Iridoviridae,Iridoviridae,9210,48,myristylated membrane protein,Other-Functions,Ambystoma tigrinum,dsDNA,Ranavirus
820,AIC34742.2,Totiviridae,Totiviridae,Totiviridae,580,47,RNA-dependent RNA polymerase,Replication-Transcription,Penaeus vannamei,dsRNA,Undefined genus
821,AXB26865.1,Hepeviridae,Hepeviridae,Hepeviridae,1652,47,helicase,Replication-Transcription,Gallus gallus,ssRNA(+),Avihepevirus
822,YP_009389479.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,1799,47,RNA-dependent RNA polymerase,Replication-Transcription,Orchidaceae,ssRNA(+),Potexvirus
823,YP_007417835.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2822,47,M70 protein,Other-Functions,Homo sapiens,dsDNA,Roseolovirus
824,QQN90116.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,3990,47,capsid protein precursor,Structural-Envelope,Apis mellifera,ssRNA(+),Cripavirus
825,AXQ04852.1,Parvoviridae,Parvoviridae,Parvoviridae,4035,47,non-structural protein 1,Non-structural,Culicidae,ssDNA(+/-),Brevidensovirus
826,YP_009175042.2,Nodaviridae,Nodaviridae,Nodaviridae,4233,47,alpha-delta fusion protein,Structural-Envelope,Caenorhabditis briggsae,ssRNA(+),Undefined genus
827,QGQ62515.1,Adenoviridae,Adenoviridae,Adenoviridae,4723,47,pTP,Other-Functions,Gallus gallus,dsDNA,Aviadenovirus
828,NP_042603.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5336,47,ORF7,Other-Functions,Homo sapiens,dsDNA,Rhadinovirus
829,YP_009133218.1,Baculoviridae,Baculoviridae,Baculoviridae,5415,47,F protein,Structural-Envelope,Lymantria dispar,dsDNA,Alphabaculovirus
830,ARF07704.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,145,46,RNA-dependent RNA polymerase,Replication-Transcription,Amblyomma gemma,ssRNA(-),Orthonairovirus
831,AVT50743.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,281,46,large tegument protein,Structural-Envelope,Bos taurus,dsDNA,Varicellovirus
832,YP_009058892.1,Togaviridae,Togaviridae,Togaviridae,658,46,non-structural polyprotein,Non-structural,Ochlerotatus camptorhynchus,ssRNA(+),Alphavirus
833,YP_164258.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,992,46,replicase,Replication-Transcription,Prunus persica,ssRNA(+),Foveavirus
834,QKU35550.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,1628,46,DNA-directed RNA polymerase subunit 2,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
835,ANY92091.1,Reoviridae,Reoviridae,Spinareoviridae,2059,46,lambda2,Structural-Envelope,Salmo salar,dsRNA,Orthoreovirus
836,AVM87470.1,Reoviridae,Reoviridae,Spinareoviridae,2089,46,lambda 3,Structural-Envelope,Salmo salar,dsRNA,Orthoreovirus
837,YP_010087503.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4463,46,ORF61,Other-Functions,Homo sapiens,dsDNA,Rhadinovirus
838,NP_050228.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5206,46,hypothetical protein,Glycoprotein,Homo sapiens,dsDNA,Roseolovirus
839,QOR60759.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,5916,46,hypothetical protein,Hypothetical,Chlorella heliozoae,dsDNA,Prasinovirus
840,YP_009330194.1,Baculoviridae,Baculoviridae,Baculoviridae,6996,46,pif-1,Other-Functions,Plutella xylostella,dsDNA,Betabaculovirus
